step,wall_seconds,loss,learning_rate,reward_mean,reward_std,frac_zero_std_groups,completion_length_mean,entropy,kl,general_ppl,task_accuracy
45,222.65,-0.0,0.0002,1.6875,0.9394744634628296,0.0,21.0,0.3270520120859146,1.4854273796081543,27.367063522338867,
46,225.94,0.0,0.0002,2.96875,0.0883883461356163,0.5,17.0,0.02099692914634943,0.8369373083114624,,
47,229.24,0.0,0.0002,3.0,0.0,1.0,17.0,0.0038551443722099066,0.8128505349159241,,
48,232.55,0.0,0.0002,2.0,0.0,1.0,16.625,0.028178010717965662,1.085243582725525,,
49,235.85,0.0,0.0002,2.0,0.0,1.0,16.4375,0.0395330972969532,1.2750813364982605,,
50,239.14,0.0,0.0002,1.0,0.0,1.0,17.0,0.0410322081297636,1.3581059575080872,27.37826919555664,
51,242.51,0.0,0.0002,2.125,0.3535533845424652,0.5,17.0625,0.04096071235835552,1.1439467668533325,,
52,245.89,0.0,0.0002,1.0,0.0,1.0,17.0625,0.07501034811139107,1.8638466596603394,,
53,249.36,0.0,0.0002,2.125,0.3535533845424652,0.5,17.125,0.03115242626518011,0.9207248687744141,,
54,252.65,0.0,0.0002,3.0,0.0,1.0,17.0,0.0002652336479513906,0.6673275232315063,,
55,256.2,0.0,0.0002,2.0,0.0,1.0,18.0,0.0012045436160406098,0.9564068019390106,27.385684967041016,
56,259.64,0.0,0.0002,2.5,0.5345224738121033,0.5,18.0,0.03414903042721562,0.7309798002243042,,
57,263.0,0.0,0.0002,3.0,0.0,1.0,17.5,0.0003483529217191972,0.6389645040035248,,
58,274.34,-0.0,0.0002,1.1875,0.5303300619125366,0.5,25.6875,0.1291977148503065,1.0118196904659271,,
59,277.88,0.0,0.0002,2.0,0.0,1.0,18.0625,0.05117204412817955,0.7727689146995544,,
60,281.21,0.0,0.0002,2.875,0.3535533845424652,0.5,17.5,0.011894456984009594,0.6781988143920898,27.40668487548828,0.859375
61,284.62,0.0,0.0002,3.0,0.0,1.0,18.0,0.0034964879596373066,0.613723635673523,,
62,288.03,0.0,0.0002,3.0,0.0,1.0,18.0,0.001979033142561093,0.6269428730010986,,
63,291.39,0.0,0.0002,3.0,0.0,1.0,17.5,0.0009762414993019775,0.6465350687503815,,
64,294.89,0.0,0.0002,2.8125,0.5303300619125366,0.5,17.9375,0.07299482636153698,0.6916484832763672,,
65,298.31,-0.0,0.0002,2.75,0.4629100561141968,0.5,17.5625,0.05348079651594162,0.6840208768844604,27.454341888427734,
66,301.75,-0.0,0.0002,2.125,0.3535533845424652,0.5,18.0,0.02150814316701144,0.9020684957504272,,
67,305.16,0.0,0.0002,3.0,0.0,1.0,17.5,0.003129257820546627,0.6168050467967987,,
68,308.59,-0.0,0.0002,2.75,0.4629100561141968,0.5,18.0,0.04684110637754202,0.6225881576538086,,
69,312.03,0.0,0.0002,3.0,0.0,1.0,17.9375,0.014988666633144021,0.6065119206905365,,
70,315.45,0.0,0.0002,2.0,0.0,1.0,18.0,0.0016299353446811438,0.8336622416973114,27.509366989135742,
71,318.89,0.0,0.0002,3.0,0.0,1.0,17.5,0.003886867983965203,0.6326470673084259,,
72,322.47,0.0,0.0002,2.84375,0.4419417306780815,0.0,18.125,0.04067685175687075,0.6777907609939575,,
73,325.89,0.0,0.0002,3.0,0.0,1.0,18.0,0.0002857844010577537,0.5994058549404144,,
74,329.34,0.0,0.0002,3.0,0.0,1.0,18.0,0.001753966003889218,0.607803612947464,,
75,332.76,0.0,0.0002,3.0,0.0,1.0,18.0,0.0004571808531181887,0.6290139555931091,27.56199836730957,
76,336.12,0.0,0.0002,2.75,0.4629100561141968,0.5,17.5,0.0192545741374488,0.6845210194587708,,
77,339.56,-0.0,0.0002,2.125,0.3535533845424652,0.5,18.0,0.0130407945762272,0.9770317077636719,,
78,342.99,-0.0,0.0002,2.75,0.4629100561141968,0.5,17.625,0.016714568191673607,0.7051788866519928,,
79,346.41,0.0,0.0002,3.0,0.0,1.0,18.0,0.000870545714860782,0.6028226315975189,,
80,349.85,0.0,0.0002,3.0,0.0,1.0,18.0,0.00027884377777809277,0.6241476535797119,27.63224220275879,0.8125
81,352.97,-0.0,0.0002,2.125,0.3535533845424652,0.5,18.0,0.022510416391014587,0.7702689170837402,,
82,356.48,0.0,0.0002,3.0,0.0,1.0,18.0,0.0004474851884879172,0.5913175046443939,,
83,360.05,-0.0,0.0002,1.25,0.4629100561141968,0.5,18.875,0.06287119723856449,1.1276557445526123,,
84,363.61,0.0,0.0002,1.0,0.0,1.0,19.0,0.04732319476897828,1.3838231563568115,,
85,367.03,0.0,0.0002,3.0,0.0,1.0,18.0,0.0001888275146484375,0.624858945608139,27.69092559814453,
86,372.27,0.0,0.0002,2.8125,0.5303300619125366,0.5,19.3125,0.044978818856179714,0.6973845064640045,,
87,375.69,0.0,0.0002,1.8125,0.5303300619125366,0.5,18.0,0.05509322136640549,0.938601166009903,,
88,379.12,0.0,0.0002,2.0,0.0,1.0,18.0,0.001036273140925914,0.7349576354026794,,
89,381.95,0.0,0.0002,3.0,0.0,1.0,18.0,0.0002621014864416793,0.6197630167007446,,
90,384.78,-0.0,0.0002,2.875,0.3535533845424652,0.5,17.9375,0.018850839376682416,0.6300217509269714,27.772964477539062,
91,387.6,0.0,0.0002,3.0,0.0,1.0,18.0,0.0002853605546988547,0.6035536229610443,,
92,390.39,0.0,0.0002,2.1875,1.0478792190551758,0.0,17.3125,0.0652633085846901,0.826431006193161,,
93,393.21,0.0,0.0002,3.0,0.0,1.0,18.0,0.0013756221960647963,0.6146874129772186,,
94,396.08,0.0,0.0002,2.0,0.0,1.0,18.125,0.09568065984058194,0.7916829288005829,,
95,398.92,0.0,0.0002,3.0,0.0,1.0,18.0,0.0008930100302677602,0.6145956516265869,27.886810302734375,
96,401.73,0.0,0.0002,3.0,0.0,1.0,18.0,0.00018405914306640625,0.6213967502117157,,
97,410.96,0.0,0.0002,1.875,0.2314550280570984,0.5,31.875,0.026477069288375787,0.6425813138484955,,
98,413.83,0.0,0.0002,3.0,0.0,1.0,18.0,0.00021727879357058555,0.6259255707263947,,
99,416.6,-0.0,0.0002,2.125,0.3535533845424652,0.5,17.5,0.016711436910554767,0.7789037525653839,,
100,419.46,0.0,0.0002,3.0,0.0,1.0,17.9375,0.019084823201410472,0.6352346241474152,27.98467254638672,0.734375
101,422.37,0.0,0.0002,2.0,0.0,1.0,18.4375,0.05216278549050912,1.1027524173259735,,
102,425.22,0.0,0.0002,2.0,0.0,1.0,18.0,0.0015956031274981797,0.8836759030818939,,
103,428.16,0.0,0.0002,1.375,0.5175491571426392,0.5,18.125,0.08688542246818542,0.9554632306098938,,
104,430.93,0.0,0.0002,3.0,0.0,1.0,17.5,0.0003135500446660444,0.6373375654220581,,
105,433.79,0.0,0.0002,2.25,0.4629100561141968,0.5,18.0,0.032278161495923996,0.7490615844726562,28.101898193359375,
106,436.69,0.0,0.0002,2.0,0.0,1.0,18.125,0.08114387922978494,0.7768899500370026,,
107,439.51,0.0,0.0002,3.0,0.0,1.0,18.0,0.0018322732794331387,0.5943326950073242,,
108,443.15,0.0,0.0002,1.96875,0.0883883461356163,0.5,18.875,0.04267218004679307,0.75375697016716,,
109,445.97,0.0,0.0002,3.0,0.0,1.0,18.0,0.04110083356499672,0.4569219797849655,,
110,448.74,0.0,0.0002,1.75,0.4629100561141968,0.5,17.375,0.05815979093313217,0.7437353432178497,28.213842391967773,
111,451.55,0.0,0.0002,3.0,0.0,1.0,18.0,0.0298497024923563,0.2597031742334366,,
112,454.44,-0.0,0.0002,2.4375,1.2246951460838318,0.0,16.75,0.1777692288160324,0.9104209542274475,,
113,457.25,0.0,0.0002,3.0,0.0,1.0,18.0,0.0006620618951274082,0.617194652557373,,
114,460.02,0.0,0.0002,2.0,0.0,1.0,17.5,0.0198143969028024,0.9859594106674194,,
115,462.75,0.0,0.0002,3.0,0.0,1.0,17.0,0.0002848120202543214,0.6457003951072693,28.292129516601562,
116,465.61,0.0,0.0002,2.0,0.0,1.0,18.0,0.0005347993574105203,0.6710317432880402,,
117,468.37,0.0,0.0002,3.0,0.0,1.0,17.5,0.00032948513398878276,0.6392126977443695,,
118,471.3,-0.0,0.0002,2.75,0.4629100561141968,0.5,18.125,0.05237049423158169,0.6639103889465332,,
119,474.11,0.0,0.0002,3.0,0.0,1.0,18.0,0.001053068379405886,0.6163642406463623,,
120,476.93,0.0,0.0002,2.0,0.0,1.0,18.0,0.0011591911315917969,0.83917036652565,28.375137329101562,0.828125
121,479.82,0.0,0.0002,3.0,0.0,1.0,17.5,0.0022164544789120555,0.6440556943416595,,
122,482.8,0.0,0.0002,3.0,0.0,1.0,18.0,0.0037844976177439094,0.6276914775371552,,
123,485.8,0.0,0.0002,3.0,0.0,1.0,18.125,0.014186385553330183,0.6425991356372833,,
124,488.63,0.0,0.0002,2.25,0.4629100561141968,0.5,18.0,0.06256832671351731,0.7903677523136139,,
125,492.6,0.0,0.0002,2.8125,0.5303300619125366,0.5,18.75,0.06775816157460213,0.7864809930324554,28.419036865234375,
126,495.55,0.0,0.0002,3.0,0.0,1.0,18.125,0.015404009958729148,0.6544979810714722,,
127,498.31,0.0,0.0002,2.5,0.5345224738121033,0.5,17.5,0.020594476663973182,0.6725527048110962,,
128,501.07,-0.0,0.0002,2.875,0.3535533845424652,0.5,17.4375,0.011522628090460785,0.6860162317752838,,
129,503.83,0.0,0.0002,3.0,0.0,1.0,17.5,0.00033750409784261137,0.6439421474933624,,
130,506.6,-0.0,0.0002,2.625,0.5175491571426392,0.5,17.5,0.020001682147267275,0.6573233902454376,28.392698287963867,
131,509.35,0.0,0.0002,1.0,0.0,1.0,17.5,0.01273777402820997,1.411237359046936,,
132,512.2,0.0,0.0002,3.0,0.0,1.0,18.0,0.0003952980041503906,0.6188600659370422,,
133,515.02,0.0,0.0002,2.0,0.0,1.0,18.0,0.031647555937524885,1.1557031273841858,,
134,517.87,0.0,0.0002,2.0,0.0,1.0,17.4375,0.011273939977400005,0.695353239774704,,
135,524.6,-0.0,0.0002,2.625,0.816463440656662,0.0,21.8125,0.08154381811618805,0.6570076942443848,28.42292022705078,
136,527.36,0.0,0.0002,3.0,0.0,1.0,17.5,0.0014421736996155232,0.6281582415103912,,
137,530.18,0.0,0.0002,3.0,0.0,1.0,18.0,0.0018340216483920813,0.6228078305721283,,
138,533.07,0.0,0.0002,2.125,0.3535533845424652,0.5,17.75,0.032643064856529236,0.9923486113548279,,
139,535.83,0.0,0.0002,3.0,0.0,1.0,17.5,0.002078729507047683,0.6514124274253845,,
140,539.58,0.0,0.0002,1.96875,0.0883883461356163,0.5,18.6875,0.10610083234496415,1.1980674862861633,28.44729995727539,0.890625
141,542.41,0.0,0.0002,2.125,0.3535533845424652,0.5,17.5625,0.013914546114392579,0.9697805643081665,,
142,545.25,0.0,0.0002,3.0,0.0,1.0,18.0,0.00024149153614416718,0.6326286494731903,,
143,548.02,0.0,0.0002,3.0,0.0,1.0,17.5,0.0020221759332343936,0.6398429274559021,,
144,557.22,0.0,0.0002,2.84375,0.4419417306780815,0.0,24.875,0.039948470890522,0.6320084929466248,,
145,560.0,0.0,0.0002,3.0,0.0,1.0,17.5,9.561676051816903e-05,0.6246815919876099,28.615461349487305,
146,562.77,0.0,0.0002,3.0,0.0,1.0,17.5,0.00010763429963844828,0.6309305131435394,,
147,565.56,-0.0,0.0002,2.875,0.3535533845424652,0.5,17.0625,0.012739537749439478,0.6947594881057739,,
148,568.31,0.0,0.0002,3.0,0.0,1.0,17.0,8.588678610976785e-05,0.6478164196014404,,
149,571.21,0.0,0.0002,1.0,0.0,1.0,17.5,0.019555838231099187,1.148333728313446,,
150,574.16,0.0,0.0002,3.0,0.0,1.0,18.0,0.001590728817973286,0.6196458339691162,28.712812423706055,
